So there is no way for me to plug it in here in the US unless I go by a converter.	,Negative
Good case Excellent value.	,Positive
Great for the jawbone.	,Positive
Tied to charger for conversations lasting more than 45 minutes.MAJOR PROBLEMS!!	,Negative
The mic is great.	,Positive
I have to jiggle the plug to get it to line up right to get decent volume.	,Negative
If you have several dozen or several hundred contacts then imagine the fun of sending each of them one by one.	,Negative
If you are Razr owner...you must have this!	,Positive
Needless to say I wasted my money.	,Negative
What a waste of money and time!.	,Negative
And the sound quality is great.	,Positive
He was very impressed when going from the original battery to the extended battery.	,Positive
If the two were seperated by a mere 5+ ft I started to notice excessive static and garbled sound from the headset.	,Negative
Very good quality though	,Positive
The design is very odd as the ear "clip" is not very comfortable at all.	,Negative
Highly recommend for any one who has a blue tooth phone.	,Positive
I advise EVERYONE DO NOT BE FOOLED!	,Negative
So Far So Good!.	,Positive
Works great!.	,Positive
It clicks into place in a way that makes you wonder how long that mechanism would last.	,Negative
I went on Motorola's website and followed all directions but could not get it to pair again.	,Negative
I bought this to use with my Kindle Fire and absolutely loved it!	,Positive
The commercials are the most misleading.	,Negative
I have yet to run this new battery below two bars and that's three days without charging.	,Positive
I bought it for my mother and she had a problem with the battery.	,Negative
Great Pocket PC / phone combination.	,Positive
I've owned this phone for 7 months now and can say that it's the best mobile phone I've had.	,Positive
I didn't think that the instructions provided were helpful to me.	,Negative
People couldnt hear me talk and I had to pull out the earphone and talk on the phone.	,Negative
Doesn't hold charge.	,Negative
This is a simple little phone to use but the breakage is unacceptible.	,Negative
This product is ideal for people like me whose ears are very sensitive.	,Positive
It is unusable in a moving car at freeway speed.	,Negative
I have two more years left in this contract and I hate this phone.	,Negative
Car charger as well as AC charger are included to make sure you never run out of juice.Highy recommended	,Positive
You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short.	,Negative
It has kept up very well.	,Positive
Poor Talk Time Performance.	,Negative
The case is great and works fine with the 68,Negative.	,Positive
worthless product.	,Negative
It has a great camera thats 2MP and the pics are nice and clear with great picture quality.	,Positive
I was not impressed by this product.	,Negative
Nice headset priced right.	,Positive
I only hear garbage for audio.	,Negative
Excellent bluetooth headset.	,Positive
It has all the features I want	,Positive
Who in their right mind is gonna buy this battery?.	,Negative
AFTER ARGUING WITH VERIZON REGARDING THE DROPPED CALLS WE RETURNED THE PHONES AFTER TWO DAYS.	,Negative
This case seems well made.	,Positive
Disappointed with battery.	,Negative
Not loud enough and doesn't turn on like it should.	,Negative
good protection and does not make phone too bulky.	,Positive
A usable keyboard actually turns a PDA into a real-world useful machine instead of just a neat gadget.	,Positive
This phone is pretty sturdy and I've never had any large problems with it.	,Positive
I love this thing!	,Positive
Everything about it is fine and reasonable for the price i.e.	,Positive
VERY DISAPPOINTED.	,Negative
I even dropped this phone into a stream and it was submerged for ,Positive5 seconds and it still works great!	,Positive
I have been very happy with the 5,Positive,Negative and have had NO complaints from any one regarding my sound quality on their end.	,Positive
The buttons for on and off are bad.	,Negative
Essentially you can forget Microsoft's tech support.	,Negative
I really recommend this faceplates since it looks very nice elegant and cool.	,Positive
These headphones were a great find - and I think they are perhaps the best purchase I've made in the last several years - seriously.	,Positive
Buy a different phone - but not this.	,Negative
You have to hold the phone at a particular angle for the other party to hear you clearly.	,Negative
The one big drawback of the MP3 player is that the buttons on the phone's front cover that let you pause and skip songs lock out after a few seconds.	,Negative
A week later after I activated it it suddenly died.	,Negative
It feels more comfortable than most headsets because I wear glasses and that gets in the way sometimes.	,Positive
Great for iPODs too.	,Positive
This device is great in several situations:,Positive.)	,Positive
Mic Doesn't work.	,Negative
Even in my BMW 3 series which is fairly quiet I have trouble hearing what the other person is saying.	,Negative
Great choice!	,Positive
Nice docking station for home or work.	,Positive
This is a beautiful phone.	,Positive
Love this product.	,Positive
Do Not Buy for D8,Negative7...wrongly advertised for D8,Negative7.	,Negative
This is a great little item.	,Positive
I love this phone  It is very handy and has a lot of features .	,Positive
I purchased this and within 2 days it was no longer working!!!!!!!!!	,Negative
I wear it everyday and it holds up very well.	,Positive
Not a good bargain.	,Negative
Well packaged arrived on time and works as intended.	,Positive
The battery runs down quickly.	,Negative
This item worked great but it broke after 6 months of use.	,Negative
The headsets are easy to use and everyone loves them.	,Positive
This phone works great.	,Positive
The construction of the headsets is poor.	,Negative
Product was excellent and works better than the verizon one and Boy was it cheaper!	,Positive
The phone loads super!	,Positive
For a product that costs as much as this one does I expect it to work far better and with greater ease than this thing does.	,Negative
Made very sturdy.	,Positive
Worked great!.	,Positive
The ear buds only play music in one ear.	,Negative
Dont waste your money...	,Negative
Will order from them again!	,Positive
If you plan to use this in a car forget about it.	,Negative
I found this product to be waaay too big.	,Negative
Best I've found so far .... I've tried 2 other bluetooths and this one has the best quality (for both me and the listener) as well as ease of using.	,Positive
I'm very disappointed with my decision.	,Negative
Integrated seamlessly with the Motorola RAZR phone.	,Positive
Buyer Beware you could flush money right down the toilet.	,Negative
Definitely a bargain.	,Positive
The price was very good and with the free shipping and all it was a good purchase.	,Positive
I received my supposedly new motorola 375 and apparently there was not a match between the phone and the charger.	,Negative
Pros:-Good camera - very nice pictures  also has cool styles like black and white and more.	,Positive
That's a huge design flaw (unless I'm not using it correctly which I don't think is the case).	,Negative
I love my 35,Negative headset.. My Jabra35,Negative bluetooth headset is great the reception is very good and the ear piece is a comfortable fit.	,Positive
The camera although rated at an impressive ,Positive.3 megapixels renders images that fall well below expectations of such a relatively high resolution.	,Negative
I purcashed this for the car charger and it does not work.	,Negative
Sound quality on both end is excellent I use headset to call my wife and ask my wife to use headset to call me !2.	,Positive
This phone is slim and light and the display is beautiful.	,Positive
its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedded sleek stylish leather case.	,Positive
Great product fast shipping!.	,Positive
Absolutely great.	,Positive
The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.	,Positive
i got this phone around the end of may and i'm completely unhappy with it.	,Negative
It is very comfortable on the ear.	,Positive
It has been a winner for us.	,Positive
)Setup couldn't have been simpler.	,Positive
I've tried several different earpieces for my cell phone and this Jabra one is the first one I've found that fits my ear comfortably.	,Positive
Could not get strong enough signal.	,Negative
Iam very pleased with my purchase.	,Positive
Bad Quality.	,Negative
Gets the job done.	,Positive
Great audio!.	,Positive
Basically the service was very bad.	,Negative
it did not work in my cell phone plug i am very up set with the charger!.	,Negative
I've only had my bluetooth for a few weeks but I really like it.	,Positive
The BT headset was such a disapoinment.	,Negative
It is so small and you don't even realize that it is there after a while of getting used to it.	,Positive
The accompanied software is almost brilliant.	,Positive
Headset works great & was packaged nicely to avoid any damage.	,Positive
!I definitly recommend!!	,Positive
Buyer--Be Very Careful!!!!!.	,Negative
The majority of the Logitech earbud headsets failed.	,Negative
Very good stuff for the price.	,Positive
My headset works just peachy-keen.	,Positive
In my house I was getting dropped coverage upstairs and no coverage in my basement.	,Negative
Voice recognition is tremendous!	,Positive
What a waste.	,Negative
During several different 2 minute calls I experienced 5 drops and it was in an area that had 5 bars.	,Negative
I was not happy with this item.	,Negative
very disappointed.	,Negative
The phone takes FOREVER to charge like 2 to 5 hours literally.	,Negative
I got this phone on reccomendation from a relative and I'm glad I did.	,Positive
What a waste of time!	,Negative
Its reception is very very poor.	,Negative
Items stated as included from the description ARE NOT INCLUDED.	,Negative
After 3 months screen just went black all of a sudden.	,Negative
I Was Hoping for More.	,Negative
Audio Quality is poor very poor.	,Negative
I had absolutely no problem with this headset linking to my 853,Negative Blackberry Curve!	,Positive
I know that sounds funny but to me it seemed like sketchy technology that wouldn't work well.Well this one works great.	,Positive
I've bought $5 wired headphones that sound better than these.	,Negative
This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.	,Positive
Nice quality build unlike some cheap s*** out there.	,Positive
This item is fantastic and works perfectly!	,Positive
And I just love the colors!	,Positive
W8,Positive,Negativei is just SUPERB.	,Positive
All I can do is whine on the Internet so here it goes.The more I use the thing the less I like it.	,Negative
Great charger.	,Positive
This is essentially a communications tool that does not communicate.	,Negative
Works like a charm; it work the same as the one I got with the phone.	,Positive
I still maintain that monkeys shouldn't make headphones we just obviously don't share enough DNA to copy the design over to humans.	,Negative
Great Value.	,Positive
Doesn't work at all.. I bougth it for my L7c and its not working.	,Negative
The look of it is very sharp and the screen is nice and clear with great graphics.	,Positive
doesn't last long.	,Negative
One thing I hate is the mode set button at the side.	,Negative
EXCELLENT SERVICE!!!!!!!!.	,Positive
Thank you for wasting my money.	,Negative
How can that be?The audio quality is poor.	,Negative
The iGo chargers and tips are really great.	,Positive
The file browser offers all the options that one needs.Handsfree is great.	,Positive
Superb Phone on a Great Network.	,Positive
I connected my wife's bluetooth(Motorola HS85,Negative) to my phone and it worked like a charm whether the phone was in my pocket or the case.	,Positive
I put the latest OS on it (v,Positive.,Positive5g) and it now likes to slow to a crawl and lock up every once in a while.	,Negative
It only recognizes the Phone as its storage device.	,Negative
If you like a loud buzzing to override all your conversations then this phone is for you!	,Negative
Don't buy this product.	,Negative
I've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.	,Negative
The sound quality is good and functionality is awesome.	,Positive
I have this phone and it is a thorn in my side I really abhor it.	,Negative
I recently had problems where I could not stay connected for more than ,Positive,Negative minutes before being disconnected.	,Negative
Incredible!.	,Positive
Design Flaw?.	,Negative
Great phone!.	,Positive
Waste of ,Positive3 bucks.	,Negative
But when I check voice mail at night the keypad backlight turns off a few seconds into the first message and then I'm lost.	,Negative
The replacement died in a few weeks.	,Negative
Any ring tone..Overall good phone to buy..	,Positive
Lately they have been extremely nice and helpful on the phone.	,Positive
I have had problems wit hit dropping signal and more.	,Negative
Not impressed.	,Negative
Light weight I hardly notice it is there.	,Positive
You'll love how thin it is.	,Positive
Bad Choice.	,Negative
The pleather case doesn't fit.	,Negative
useless phone simply deaf.	,Negative
The color is even prettier than I thought it would be and the graphics are incredibly sharp.	,Positive
All in all I think it was a good investment.	,Positive
It makes very strange ticking noises before it ends the call.	,Negative
The best electronics of the available FM Transmitters.	,Positive
Battery lasts only a few hours.	,Negative
great headset very impressed - H5,Negative,Negative.	,Positive
The ",Positive.2" mega pixel camera being a part of a phone is reasonably good7.	,Positive
I've had this for nearly 2 years and it has worked great for me.	,Positive
Good transmit audio.	,Positive
We are sending it back.	,Negative
I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.	,Negative
If you hate earbugs avoid this phone by all means.	,Negative
Great price also!	,Positive
The range is very decent I've been able to roam around my house with the phone in the living room with no reception/sound quality issues.	,Positive
fast service.	,Positive
I would highly recommend this.	,Positive
I would recommend this.	,Positive
I also didn't like the "on" button it felt like it would crack with use.	,Negative
WORST PHONE EVER.	,Negative
I'm still infatuated with this phone.	,Positive
Freezes frequently4.	,Negative
It's kind of embarrassing to use because of how it looks and mostly it's embarrassing how child-like the company is.	,Negative
Simple lightweight and great fit.	,Positive
All in all I'd expected a better consumer experience from Motorola.	,Negative
There's a horrible tick sound in the background on all my calls that I have never experienced before.	,Negative
These are certainly very comfortable and functionality is decent.	,Positive
I usually don't like headbands but this one is very lightweight & doesn't mess up my hair.	,Positive
I'm a bit disappointed.	,Negative
I have had this phone for over a year now and I will tell you its not that great.	,Negative
I ordered this for sony Ericsson W8,Positive,Negativei but I think it only worked once (thats when I first used it).	,Negative
The battery is completely useless to me.	,Negative
What a big waste of time.	,Negative
Don't waste your $$$ on this one.	,Negative
Great sound and service.	,Positive
Really pleased with this product so far.	,Positive
One of my favorite purchases ever.	,Positive
best bluetooth on the market.	,Positive
Authentic leather with nice shine and comfort .I recommend you this case !!	,Positive
I was very excited to get this headset because I thought it was really cute.	,Positive
Do not make the same mistake as me.	,Negative
Big Disappointment with calendar sync.	,Negative
the phone was unusable and was not new.	,Negative
Worst Customer Service Ever.	,Negative
No additional ear gels provided and no instructions whatsoever.	,Negative
It defeats the purpose of a bluetooth headset.	,Negative
Worth every penny.	,Positive
Excellent wallet type phone case.	,Positive
Nice headphones for the price and they work great!	,Positive
Internet is excrutiatingly slow.	,Negative
It is very comfortable to wear as well which is probably the most important aspect about using a case.	,Positive
It's fits like a glove and is strong secure and durable.	,Positive
O my gosh the best phone I have ever had.	,Positive
It's very attractive and appears to be of good quality.	,Positive
I love all the features and form factor.	,Positive
This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it	,Negative
poor quality and service.	,Negative
The cable looks so thin and flimsy it is scary.	,Negative
Great Earpiece.	,Positive
Excellent hands free tool.	,Positive
Great for using with your home stereo.	,Positive
Good product - incredible value.	,Positive
Only had this a month but it's worked flawlessly so far.	,Positive
Works great.	,Positive
Absolutel junk.	,Negative
THAT one didn't work either.	,Negative
Battery life is real good.	,Positive
Returned 8 hours later.	,Negative
It's a great item.	,Positive
Don't waste your money!.	,Negative
Love this headset!	,Positive
Not only will it drain your player but may also potentially fry it.	,Negative
Worked perfectly!	,Positive
Unreliable - I'm giving up.	,Negative
I gave it 5 stars because of the sound quality.	,Positive
Avoid this one if you can.	,Negative
Reversible plug works great.	,Positive
I wasted my little money with this earpiece.	,Negative
Very good phone.	,Positive
Best of all is the rotating feature very helpful.	,Positive
Comfort for our whole family.	,Positive
Good product good seller.	,Positive
I love this bluetooth!	,Positive
First of all it doesn't wear well.	,Negative
I am very impressed with this headset from Plantronics.	,Positive
I got it because it was so small and adorable.	,Positive
Great phone!.	,Positive
I wouldn't recommend buying this product.	,Negative
Piece of Junk.	,Negative
Poorly contstruct hinge.	,Negative
This item is great installed it let it charged up overnite and it has been working good every since with no problems	,Positive
Great Phone.	,Positive
Don't buy it.	,Negative
Excellent Phone.	,Positive
DO NOT PURCHASE THIS PHONE.	,Negative
The voice recognition thru the handset is excellent.	,Positive
This is hands down the best phone I've ever had.	,Positive
Works great when my cat attacked the phone he scratched the protective strip instead of destroying the screen.	,Positive
This one works and was priced right.	,Positive
Customer service was terrible.	,Negative
Battery life still not long enough in Motorola Razor V3i.	,Negative
Sending it back.	,Negative
Now I know that I made a wise decision.	,Positive
Someone shouldve invented this sooner.	,Positive
Good price.	,Positive
Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels good.	,Positive
I received it quickly and it works great!!	,Positive
Has been working great.	,Positive
As many people complained I found this headset's microphone was very weak.	,Negative
My 5-year old Nokia 2,Positive6,Negative from Tracfone holds the charge a lot better than this.	,Negative
They do not care about the consumer one bit.	,Negative
This is a good battery and it got here really fast.	,Positive
The instruction manual is lacking.	,Negative
Also its slim enough to fit into my alarm clock docking station without removing the case.	,Positive
Phone now holds charge like it did when it was new.	,Positive
The battery is unreliable as well as the service use antena.	,Negative
It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).	,Negative
We have gotten a lot of compliments on it.	,Positive
This is definitely a must have if your state does not allow cell phone usage while driving.	,Positive
I want my money back.	,Negative
I love this device.	,Positive
I am also very happy with the price.	,Positive
I ordered this product first and was unhappy with it immediately.	,Negative
The Ngage is still lacking in earbuds.	,Negative
I was able to do voice dialing in the car with no problem.	,Positive
I have 2-3 bars on my cell phone when I am home but you cant not hear anything.	,Negative
good item low price.	,Positive
However-the riingtones are not the best and neither are the games.	,Negative
The plug did not work very well.	,Negative
AMAZON SUCKS.	,Negative
Rip off---- Over charge shipping.	,Negative
VERY comfortable.	,Positive
The battery is working well as a replacement for the original that came with the phone over 2 years ago.	,Positive
The reception is excellent!	,Positive
It fits comfortably in either ear the sound is clear and loud and the charge lasts a couple of days.	,Positive
very clear quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.	,Positive
,Positive. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.	,Negative
Obviously there is a problem with the adhesive.	,Negative
Very disappointing.	,Negative
It was an inexpensive piece but I would still have expected better quality.	,Negative
It is practically useless and did not add any kind of boost to my reception after I bought it.	,Negative
Excellent sound quality.	,Positive
Was not happy.	,Negative
A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!	,Negative
New Battery works great in phone.	,Positive
Worst customer service.	,Negative
I've dropped my phone more times than I can say even on concrete and my phone is still great (knock on wood!).	,Positive
Reception is terrible and full of static.	,Negative
Good audio quality.	,Positive
This little device has transformed my organizational capability and made my life a whole lot easier.	,Positive
I was sitting in my vehicle with the cradle on my belt and the headset lost signal.	,Negative
Were JERKS on the phone.	,Negative
Works like a charm.. Works as advertised.	,Positive
Comfortable Nice Range Good Battery Life.	,Positive
Their network coverage in Los Angeles is horrible.	,Negative
Excellent starter wireless headset.	,Negative
The loudspeaker option is great the bumpers with the lights is very ... appealing.	,Negative
The only thing that I think could improve is the sound leaks out from the headset.	,Negative
First off the reception sucks I have never had more than 2 bars ever.	,Negative
The phone gets EXTREMELY HOT!	,Negative
The microphone also works well but (according to people I have called) it applifies everything.	,Positive
Nice design and quality.	,Positive
Also if your phone is dropped this case is not going to save it specially when dropped face down.	,Negative
It is light easy to use and has very clear reception and transmission.	,Positive
bad fit way too big.	,Negative
It definitely was not as good as my S,Positive,Positive.	,Positive
awesome device.	,Positive
Waste of money.	,Negative
I had ordered a motorola data cable got a very well finished and working product.	,Positive
Love This Phone.	,Positive
I was looking for this headset for a long time and now that I've got it I couldn't be happier.	,Positive
I'll be drivng along and my headset starts ringing for no reason.	,Negative
Display is excellent and camera is as good as any from that year.	,Positive
Battery life is also great!	,Positive
The worst phone I've ever had.... Only had it for a few months.	,Negative
Not a good item.. It worked for a while then started having problems in my auto reverse tape player.	,Negative
This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.	,Negative
Protects the phone on all sides.	,Positive
This is a VERY average phone with bad battery life that operates on a weak network.	,Negative
Clear Skype Calls Long Battery Life Long Range.	,Positive
Soyo technology sucks.	,Negative
Great Hands Free Device.	,Positive
you can even take self portraits with the outside (exterior) display very cool.	,Positive
Same problem as others have mentioned.	,Negative
After trying many many handsfree gadgets this is the one that finally works well.	,Positive
Magical Help.	,Positive
The worst piece of crap ever along with the Verizon customer service.	,Negative
Poor sound quality.	,Negative
The best phone in market :).	,Positive
It worked very well.	,Positive
The company shipped my product very promptly and it works well.	,Positive
Exactly what I wanted.	,Positive
The picture resolution is far below what other comparably-priced phones are offering today.	,Negative
This is a great deal.	,Positive
Excellent product I am very satisfied with the purchase.	,Positive
I highly recommend these and encourage people to give them a try.	,Positive
Better than you'd expect.	,Positive
Using all earpieces left or right this thing will not stay on my ear.	,Negative
Great product and price.	,Positive
Sounds good reasonably priced and effective Its that simple !	,Positive
Still Waiting...... I'm sure this item would work well.. if I ever recieve it!	,Negative
what a disappointment	,Negative
Very prompt service.	,Positive
Excellent product for the price.	,Positive
Very pleased with this headset.	,Positive
don't waste your money and time.	,Negative
I especially love the long battery life.	,Positive
It's so stupid to have to keep buying new chargers car chargers cradles headphones and car kits every time a new phone comes out.	,Negative
Works great.	,Positive
Plantronics Bluetooth Excelent Buy.	,Positive
I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.	,Negative
I'll be looking for a new earpiece.	,Negative
I highly recommend this device to everyone!	,Positive
Jawbone Era is awesome too!	,Positive
We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement	,Negative
After a year the battery went completely dead on my headset.	,Negative
I have used several phone in two years but this one is the best.	,Positive
An Awesome New Look For Fall 2,Negative,Negative,Negative!.	,Positive
This is the first phone I've had that has been so cheaply made.	,Negative
Att is not clear sound is very distorted and you have to yell when you talk.	,Negative
The plastic breaks really easy on this clip.	,Negative
Price is good too.	,Positive
Don't make the same mistake I did.	,Negative
Oh and I forgot to also mention the weird color effect it has on your phone.	,Negative
I'm using it with an iriver SPINN (with case) and it fits fine.	,Positive
Also the area where my unit broke).- I'm not too fond of the magnetic strap.	,Negative
Overall I am psyched to have a phone which has all my appointments and contacts in and gets great reception.	,Positive
every thing on phone work perfectly she like it.	,Positive
Another note about this phone's appearance is that it really looks rather bland especially in the all black model.	,Negative
IT'S REALLY EASY.	,Positive
My Sanyo has survived dozens of drops on blacktop without ill effect.	,Positive
Fantastic earphones.	,Positive
It finds my cell phone right away when I enter the car.	,Positive
Low Quality.	,Negative
I highly recommend this modest priced cellular phone.	,Positive
But it does get better reception and clarity than any phone I've had before.	,Positive
Warning - Stay away.	,Negative
I wish I could return the unit and get back my money.	,Negative
Awsome Device Works Great!!.	,Positive
I used to talk on it for ,Positive - ,Positive ,Positive/2 hours and the battery would be literally drained and dying.	,Negative
If you don't find it too bad as again the unit comes with one earpad only.I would not recommend this to anyone.	,Negative
Very Displeased.	,Negative
I might have gotten a defect but I would not risk buying it again because of the built quality alone.	,Negative
They made this case too small and is very difficult to install.	,Negative
Restored my phone to like new performance.	,Positive
I would recommend purchasing the Jabra JX-,Positive,Negative series 2 which works flawlessly with my Moto Q go figure.	,Positive
I searched the Internet and found this one to be the best value.	,Positive
Does not fit.	,Negative
Very happy with this product.	,Positive
The screen size is big key pad lit well enough and the camera quality is excellent for a camera phone.	,Positive
There's really nothing bad I can say about this headset.	,Negative
i'm glad i found this product on amazon it is hard to find it wasn't high priced.	,Positive
Portable and it works.	,Positive
My colleague & I now get great reception.A little expensive but performance is great.	,Positive
I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 2,Negative % left in the morning.	,Negative
I've also had problems with the phone reading the memory card in which I always turn it on and then off again.	,Negative
Not good when wearing a hat or sunglasses.	,Negative
Timely shipment and quality product.	,Positive
Nice solid keyboard.	,Positive
Very well made and fits my Surefire GX2 perfectly.	,Positive
Horrible phone.	,Negative
BT5,Negative battery junk!.	,Negative
We would recommend these to others.	,Positive
Cant get the software to work with my computer.	,Negative
Disappointed!.	,Negative
poor voice clarity.	,Negative
The battery works great!	,Positive
No buyers remorse on this one!.	,Negative
Very disappointed in AccessoryOne.	,Negative
I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.	,Negative
